datum_vzniku,datum_zaniku,esa,esa_kod,ico,kpf,kpp,nazev_obce,npf,nuts4,nuts4k,of
1993-11-11,,Nefinanční podniky soukromé národní,11002,60108088,121,250 - 499 zaměstnanců,Hradec Králové,Akciová společnost,Hradec Králové,CZ0521,AXIS a.s.
2000-10-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25943243,112,Neuvedeno,Žebrák,Společnost s ručením omezeným,Beroun,CZ0202,Wiegel Příšovice žárové zinkování s.r.o.
2001-03-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26439913,112,250 - 499 zaměstnanců,Louny,Společnost s ručením omezeným,Louny,CZ0424,FUJIKOKI CZECH s.r.o.
1992-04-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,46678735,112,3000 - 3999 zaměstnanců,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,"Robert Bosch, spol. s r.o."
1999-03-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25230425,112,2000 - 2499 zaměstnanců,Bor,Společnost s ručením omezeným,Tachov,CZ0327,"IDEAL AUTOMOTIVE Bor, s.r.o."
1991-09-10,,Nefinanční podniky soukromé národní,11002,42293588,112,250 - 499 zaměstnanců,Kyjov,Společnost s ručením omezeným,Hodonín,CZ0645,"Šroubárna Kyjov, spol. s r.o."
2008-05-07,,Nefinanční podniky soukromé národní,11002,28082575,112,50 - 99 zaměstnanců,Pelhřimov,Společnost s ručením omezeným,Pelhřimov,CZ0633,"S.A.R.T. production, s.r.o."
2004-07-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27167313,112,500 - 999 zaměstnanců,Rohatec,Společnost s ručením omezeným,Hodonín,CZ0645,"The Candy Plus Sweet Factory, s.r.o."
1992-10-19,,Nefinanční podniky soukromé národní,11002,47683228,112,500 - 999 zaměstnanců,Štíty,Společnost s ručením omezeným,Šumperk,CZ0715,KLEIN automotive s.r.o.
2012-01-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28752295,112,50 - 99 zaměstnanců,Děčín,Společnost s ručením omezeným,Děčín,CZ0421,BuS Děčín s.r.o.
1994-12-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61858501,121,100 - 199 zaměstnanců,Smiřice,Akciová společnost,Hradec Králové,CZ0521,"Danisco Czech Republic, a.s."
1992-05-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45192278,121,500 - 999 zaměstnanců,Dolní Benešov,Akciová společnost,Opava,CZ0805,"MSA, a.s."
2007-12-20,,Nefinanční podniky soukromé národní,11002,28212606,121,1 - 5 zaměstnanců,Praha 5,Akciová společnost,Praha,CZ0100,HARGO a.s.
2009-11-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28989601,112,Neuvedeno,Praha 1,Společnost s ručením omezeným,Praha,CZ0100,Excelsior Technologies s.r.o.
1991-11-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,43871143,112,250 - 499 zaměstnanců,Praha 11,Společnost s ručením omezeným,Praha,CZ0100,"JOHNSON CONTROLS INTERNATIONAL, spol. s r.o."
1993-09-15,2012-06-01,,,49098501,112,250 - 499 zaměstnanců,Praha 13,Společnost s ručením omezeným,Praha,CZ0100,Partner in Pet Food CZ s.r.o.
1998-07-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25223445,112,25 - 49 zaměstnanců,Mrákov,Společnost s ručením omezeným,Domažlice,CZ0321,3D-Lasertec s.r.o.
1993-06-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48292079,112,100 - 199 zaměstnanců,Šluknov,Společnost s ručením omezeným,Děčín,CZ0421,"PLASTON CR, s.r.o."
2010-08-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,29105277,112,Neuvedeno,Mrákov,Společnost s ručením omezeným,Domažlice,CZ0321,electric cars s.r.o.
1995-01-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62303660,112,200 - 249 zaměstnanců,Dvorce,Společnost s ručením omezeným,Bruntál,CZ0801,"COPRECI CZ, s.r.o."
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
1992-05-01,,Nefinanční podniky soukromé národní,11002,46504796,121,100 - 199 zaměstnanců,Havlíčkův Brod,Akciová společnost,Havlíčkův Brod,CZ0631,Tiskárny Havlíčkův Brod a.s.
2006-08-15,,Nefinanční podniky soukromé národní,11002,27698190,121,10 - 19 zaměstnanců,Lovosice,Akciová společnost,Litoměřice,CZ0423,"PREOL FOOD, a.s."
1999-12-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25931857,112,500 - 999 zaměstnanců,Červený Kostelec,Společnost s ručením omezeným,Náchod,CZ0523,Saar Gummi Czech s.r.o.
1991-04-12,,Nefinanční podniky soukromé národní,11002,18050646,121,5000 - 9999 zaměstnanců,Třinec,Akciová společnost,Frýdek-Místek,CZ0802,"TŘINECKÉ ŽELEZÁRNY, a. s."
1994-01-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49900871,121,100 - 199 zaměstnanců,Trmice,Akciová společnost,Ústí nad Labem,CZ0427,JOTUN CZECH a.s.
2005-03-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27228967,112,250 - 499 zaměstnanců,Čáslav,Společnost s ručením omezeným,Kutná Hora,CZ0205,Ljunghall s.r.o.
2012-09-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,22797734,112,50 - 99 zaměstnanců,Štětí,Společnost s ručením omezeným,Litoměřice,CZ0423,Mondi Štětí White Paper s.r.o.
1999-12-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25411411,112,250 - 499 zaměstnanců,Hrádek nad Nisou,Společnost s ručením omezeným,Liberec,CZ0513,Drylock Technologies s.r.o.
1997-03-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25114638,121,500 - 999 zaměstnanců,Vsetín,Akciová společnost,Vsetín,CZ0723,INDET SAFETY SYSTEMS a.s.
1992-05-26,,Nefinanční podniky soukromé národní,11002,46345965,121,1500 - 1999 zaměstnanců,Uherský Brod,Akciová společnost,Uherské Hradiště,CZ0722,Česká zbrojovka a.s.
1993-01-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45352585,112,3000 - 3999 zaměstnanců,Chotěšov,Společnost s ručením omezeným,Plzeň-jih,CZ0324,MD ELEKTRONIK spol. s r.o.
1997-09-05,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25500040,112,250 - 499 zaměstnanců,Prostějov,Společnost s ručením omezeným,Prostějov,CZ0713,Toray Textiles Central Europe s.r.o.
2007-01-11,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27715256,112,250 - 499 zaměstnanců,Ivanovice na Hané,Společnost s ručením omezeným,Vyškov,CZ0646,fischer automotive systems s.r.o.
2006-09-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27779017,112,250 - 499 zaměstnanců,Mošnov,Společnost s ručením omezeným,Nový Jičín,CZ0804,CROMODORA WHEELS s.r.o.
2007-02-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27866386,112,50 - 99 zaměstnanců,Brno-Černovice,Společnost s ručením omezeným,Brno-město,CZ0642,Nitto Denko Czech s.r.o.
2006-07-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27578330,112,250 - 499 zaměstnanců,Velemyšleves,Společnost s ručením omezeným,Louny,CZ0424,"Hitachi Automotive Systems Czech, s.r.o."
1997-05-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25133152,112,2000 - 2499 zaměstnanců,Jihlava,Společnost s ručením omezeným,Jihlava,CZ0632,Automotive Lighting s.r.o.
1992-06-12,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45799261,112,500 - 999 zaměstnanců,Čestlice,Společnost s ručením omezeným,Praha-východ,CZ0209,"REHAU Automotive, s.r.o."
2010-12-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24778877,112,250 - 499 zaměstnanců,Vsetín,Společnost s ručením omezeným,Vsetín,CZ0723,Anvis AVT s.r.o.
2000-01-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26151197,112,250 - 499 zaměstnanců,Mladá Boleslav,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,"Faurecia Emissions Control Technologies, Mladá Boleslav, s.r.o."
2000-01-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26151197,112,250 - 499 zaměstnanců,Mladá Boleslav,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,"Faurecia Emissions Control Technologies, Mladá Boleslav, s.r.o."
2010-05-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,29101077,112,500 - 999 zaměstnanců,Štěnovice,Společnost s ručením omezeným,Plzeň-jih,CZ0324,"Sony DADC Czech Republic, s.r.o."
1997-01-06,,Nefinanční podniky soukromé národní,11002,25262068,121,100 - 199 zaměstnanců,Malé Svatoňovice,Akciová společnost,Trutnov,CZ0525,"NYPRO hutní prodej, a.s."
2003-01-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26312417,112,250 - 499 zaměstnanců,Velké Meziříčí,Společnost s ručením omezeným,Žďár nad Sázavou,CZ0635,JOPP Automotive s.r.o.
2008-02-13,,Nefinanční podniky soukromé národní,11002,27531708,112,100 - 199 zaměstnanců,Bystřec,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,"Formplast Purkert CZ, s.r.o."
2000-01-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26151197,112,250 - 499 zaměstnanců,Mladá Boleslav,Společnost s ručením omezeným,Mladá Boleslav,CZ0207,"Faurecia Emissions Control Technologies, Mladá Boleslav, s.r.o."
1994-08-10,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,61173151,113,1500 - 1999 zaměstnanců,Blatná,Společnost komanditní,Strakonice,CZ0316,"DURA Automotive CZ, k.s."
1992-09-08,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,46971629,112,500 - 999 zaměstnanců,Brno-Černovice,Společnost s ručením omezeným,Brno-město,CZ0642,FEI Czech Republic s.r.o.
2003-12-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26914620,112,1500 - 1999 zaměstnanců,Nový Jičín,Společnost s ručením omezeným,Nový Jičín,CZ0804,Hanon Systems Autopal s.r.o.
2012-06-25,,Nefinanční podniky soukromé národní,11002,24242438,112,250 - 499 zaměstnanců,Loděnice,Společnost s ručením omezeným,Beroun,CZ0202,"GZ Production, s.r.o."
1997-02-28,,Nefinanční podniky soukromé národní,11002,25328956,112,50 - 99 zaměstnanců,Hulín,Společnost s ručením omezeným,Kroměříž,CZ0721,PILANA Metal s.r.o.
1992-01-08,,Nefinanční podniky soukromé národní,11002,18953581,112,250 - 499 zaměstnanců,Rýmařov,Společnost s ručením omezeným,Bruntál,CZ0801,RD Rýmařov s. r. o.
1991-10-17,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,18825869,112,500 - 999 zaměstnanců,Slavkov u Brna,Společnost s ručením omezeným,Vyškov,CZ0646,"Lohmann & Rauscher, s.r.o."
2006-05-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27455823,112,100 - 199 zaměstnanců,Brankovice,Společnost s ručením omezeným,Vyškov,CZ0646,EMS-PATVAG s.r.o.
1993-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49194291,112,250 - 499 zaměstnanců,Líně,Společnost s ručením omezeným,Plzeň-sever,CZ0325,GÜHRING s.r.o.
1992-10-27,,Nefinanční podniky soukromé národní,11002,46978496,121,250 - 499 zaměstnanců,Zlín,Akciová společnost,Zlín,CZ0724,Kovárna VIVA a.s.
1993-07-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49682563,112,3000 - 3999 zaměstnanců,Praha 4,Společnost s ručením omezeným,Praha,CZ0100,ABB s.r.o.
2007-11-26,,Nefinanční podniky soukromé národní,11002,27340341,121,100 - 199 zaměstnanců,Liberec (nečleněné město),Akciová společnost,Liberec,CZ0513,Sigmaplast a.s.
1994-08-29,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,48953997,112,100 - 199 zaměstnanců,Mochov,Společnost s ručením omezeným,Praha-východ,CZ0209,"JOKEY PRAHA CZ, s.r.o."
2001-06-19,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25954776,112,250 - 499 zaměstnanců,Hradec Králové,Společnost s ručením omezeným,Hradec Králové,CZ0521,Eurac Hradec s.r.o.
1992-06-03,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45280746,112,250 - 499 zaměstnanců,Český Krumlov,Společnost s ručením omezeným,Český Krumlov,CZ0312,"Schwan-STABILO ČR,s.r.o."
2012-12-12,,Nefinanční podniky soukromé národní,11002,28148215,112,200 - 249 zaměstnanců,Pelhřimov,Společnost s ručením omezeným,Pelhřimov,CZ0633,"AGROSTROJ International, s.r.o."
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
2001-08-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26464276,112,250 - 499 zaměstnanců,Slaný,Společnost s ručením omezeným,Kladno,CZ0203,Electric Powersteering Components Europe s.r.o.
2008-02-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28250524,121,25 - 49 zaměstnanců,Jablonec nad Nisou,Akciová společnost,Jablonec nad Nisou,CZ0512,"PRECIOSA GS, a.s."
2000-01-27,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26021145,112,500 - 999 zaměstnanců,České Budějovice,Společnost s ručením omezeným,České Budějovice,CZ0311,VISCOFAN CZ s.r.o.
1992-06-16,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45192944,121,1000 - 1499 zaměstnanců,Opava (nečleněná část města),Akciová společnost,Opava,CZ0805,Model Obaly a.s.
2008-07-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28668197,112,100 - 199 zaměstnanců,Chomutov,Společnost s ručením omezeným,Chomutov,CZ0422,Dräger Chomutov s.r.o.
2003-03-24,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,26886774,112,100 - 199 zaměstnanců,Modřice,Společnost s ručením omezeným,Brno-venkov,CZ0643,Bernex Bimetallic s.r.o.
1998-07-24,,Nefinanční podniky soukromé národní,11002,25291645,112,100 - 199 zaměstnanců,Králíky,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,INCOT spol. s r.o.
2013-01-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,29164516,112,500 - 999 zaměstnanců,Úherce,Společnost s ručením omezeným,Plzeň-sever,CZ0325,"Faurecia Plzeň, s.r.o."
2013-05-02,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,01651617,121,250 - 499 zaměstnanců,Hranice,Akciová společnost,Přerov,CZ0714,Smiths Medical Czech Republic a.s.
2007-02-26,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27315835,112,500 - 999 zaměstnanců,Česká Lípa,Společnost s ručením omezeným,Česká Lípa,CZ0511,Grammer Automotive CZ s.r.o.
1990-11-13,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00177041,121,10 000 a více zam.,Mladá Boleslav,Akciová společnost,Mladá Boleslav,CZ0207,ŠKODA AUTO a.s.
2002-01-28,,Nefinanční podniky soukromé národní,11002,25900706,112,200 - 249 zaměstnanců,Frýdek-Místek,Společnost s ručením omezeným,Frýdek-Místek,CZ0802,MARLENKA international s.r.o.
2005-04-21,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27238920,112,500 - 999 zaměstnanců,Hořátev,Společnost s ručením omezeným,Nymburk,CZ0208,Fresenius Kabi Horatev CZ s.r.o.
1995-12-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,64939294,112,100 - 199 zaměstnanců,Dýšina,Společnost s ručením omezeným,Plzeň-město,CZ0323,Rexam Beverage Can Czech Republic s.r.o.
2013-01-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,29155193,112,20 - 24 zaměstnanci,Bitozeves,Společnost s ručením omezeným,Louny,CZ0424,Neturen Czech s.r.o.
1996-07-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,25201581,112,250 - 499 zaměstnanců,Plzeň 2-Slovany,Společnost s ručením omezeným,Plzeň-město,CZ0323,CHRIST CAR WASH s.r.o.
2010-07-28,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,28632389,112,100 - 199 zaměstnanců,Rožnov pod Radhoštěm,Společnost s ručením omezeným,Vsetín,CZ0723,SONAVOX CZ s.r.o.
1993-07-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49682563,112,3000 - 3999 zaměstnanců,Praha 4,Společnost s ručením omezeným,Praha,CZ0100,ABB s.r.o.
2003-08-20,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27082784,112,250 - 499 zaměstnanců,Pardubice VI,Společnost s ručením omezeným,Pardubice,CZ0532,KYB Manufacturing Czech s.r.o.
1998-03-05,,Nefinanční podniky soukromé národní,11002,25520971,112,250 - 499 zaměstnanců,Popovice,Společnost s ručením omezeným,Uherské Hradiště,CZ0722,KOVOKON Popovice s.r.o.
2000-08-31,,Nefinanční podniky soukromé národní,11002,26197740,121,200 - 249 zaměstnanců,Praha 3,Akciová společnost,Praha,CZ0100,"Y Soft Corporation, a.s."
1992-12-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47114851,113,250 - 499 zaměstnanců,Poříčí nad Sázavou,Společnost komanditní,Benešov,CZ0201,"Wrigley Confections ČR, kom. spol."
1996-01-08,,Nefinanční podniky soukromé národní,11002,64788342,112,500 - 999 zaměstnanců,Ostrov,Společnost s ručením omezeným,Ústí nad Orlicí,CZ0534,FOREZ s.r.o.
1993-12-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49970909,112,250 - 499 zaměstnanců,Oslavany,Společnost s ručením omezeným,Brno-venkov,CZ0643,"Metaldyne Oslavany, spol. s r.o."
2012-05-18,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,24301833,112,50 - 99 zaměstnanců,Chabařovice,Společnost s ručením omezeným,Ústí nad Labem,CZ0427,KS CZ Motorservice s.r.o.
1993-09-14,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,49813005,112,200 - 249 zaměstnanců,Pardubice VI,Společnost s ručením omezeným,Pardubice,CZ0532,APAG Elektronik s.r.o.
1992-09-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,47455705,112,500 - 999 zaměstnanců,Turnov,Společnost s ručením omezeným,Semily,CZ0514,KAMAX s.r.o.
2004-07-15,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,27167313,112,500 - 999 zaměstnanců,Rohatec,Společnost s ručením omezeným,Hodonín,CZ0645,"The Candy Plus Sweet Factory, s.r.o."
2013-07-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,01865196,112,50 - 99 zaměstnanců,Košťany,Společnost s ručením omezeným,Teplice,CZ0426,"Selectrona, s.r.o."
1995-09-25,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,63997703,112,250 - 499 zaměstnanců,Pohořelice,Společnost s ručením omezeným,Brno-venkov,CZ0643,CPI Moravia Books s.r.o.
1991-12-04,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,18953557,112,500 - 999 zaměstnanců,Vrbno pod Pradědem,Společnost s ručením omezeným,Bruntál,CZ0801,Husqvarna Manufacturing CZ s.r.o.
1988-05-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,00008648,121,500 - 999 zaměstnanců,Děčín,Akciová společnost,Děčín,CZ0421,"Chart Ferox, a.s."
1993-03-01,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,45788235,112,3000 - 3999 zaměstnanců,Otrokovice,Společnost s ručením omezeným,Zlín,CZ0724,Continental Barum s.r.o.
1995-01-23,,Nefinanční podniky soukromé pod zahraniční kontrolou,11003,62909070,112,200 - 249 zaměstnanců,Brno-Královo Pole,Společnost s ručením omezeným,Brno-město,CZ0642,SMC Industrial Automation CZ s.r.o.-v jazyce českém       SMC Industrial Automation CZ GmbH. -v jazyce německém
